row_id,original_text,language,url,author_hash,date,primary_theme,manipulative_score,decision,review_flag
131544,"فورتونا سيتارد يوفنتوس كومو أتلتيكو مدريد كالياري

ڪۆد خضم مباشر

▬امريكان▬ايجل▬ايفل▬ ← ABCY",ar,x.com,653d4e2ec097a8f8af351aadebce002c37b70b95,2024-11-19T19:30:38.000Z,Entertainment,0.9980469,Manipulative,False
132367,"جنوى وولفرهامبتون واندررز مايوركا

ڪۆد خضم مباشر

▬لُفيُل▬شوُز▬لُيفُل▬لُيُفيُل▬ ← LEV11",ar,x.com,c5765f17ebf18002ee3352a26173d72252f2ff0c,2024-11-19T19:30:52.000Z,Politics,0.9980469,Manipulative,False
132289,"برايتون وهوف ألبيون الوحدة استوريل

ڪۆد خضم مباشر

▬مٕستر▬مٕندوٕب▬ ← DSK",ar,x.com,49197800dad186eabf3c0121553779140ed6834e,2024-11-19T19:30:52.000Z,Sports,0.9980469,Manipulative,False
129759,"الخليج إيفرتون باير ليفركوزن

ڪۆد خضم مباشر

▬رشؤف▬للعسل▬راشوف▬عسل▬ ← AS59",ar,x.com,2c1eac946186cabe16b118c97220b4f3d1ec4565,2024-11-19T19:30:10.000Z,Sports,0.9980469,Manipulative,False
132648,"وست هام يونايتد أروكا هيرتا برلين أفيس

ڪۆد خضم مباشر

▬اير▬الو▬ايرالو▬ ← CY10",ar,x.com,04586ba0029805200f583329ff87788482378700,2024-11-19T19:30:57.000Z,Entertainment,0.9980469,Manipulative,False
35086,"جيرونا توتنهام هوتسبر نانت

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,2d85d258ab6023dd351dc2f3b6c886a57ccf377e,2024-11-19T19:07:39.000Z,Entertainment,0.9980469,Manipulative,False
34826,"النصر كازا بيا الخليج جيل فيسنتي ضمك

ڪۆد خضم مباشر

▬بشرة▬كير▬بشره▬ ← A77",ar,x.com,caeccc32f6e08d808cc0262d8b04667aa895796e,2024-11-19T19:07:35.000Z,People,0.9980469,Manipulative,False
35022,"فيرونا سانتا كلارا يوفنتوس

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,9eac0b6dc80a261a1ae77cfadbc24a5f547085d9,2024-11-19T19:07:38.000Z,Entertainment,0.9980469,Manipulative,False
39683,"ناسيونال نانت ألافيس

ڪۆد خضم مباشر

▬صن▬أند▬سأند▬ ← ZZY25",ar,x.com,d3d66a01c684d58ff8cb34110177b1081a909388,2024-11-19T19:08:40.000Z,Sports,0.9980469,Manipulative,False
42642,"سبارتا روتردام مايوركا هيراكليس

ڪۆد خضم مباشر

▬امريكان▬ايجل▬ايفل▬ ← MT3R",ar,x.com,37cbb076baa9ba7a05a81a1c20bea98439710710,2024-11-19T19:09:20.000Z,Politics,0.9980469,Manipulative,False
51265,"بنفيكا فيتوريا غيمارايش إن إي سي نيميغن

ڪۆد خضم مباشر

▬رشؤف▬للعسل▬راشوف▬عسل▬ ← AS59",ar,x.com,454c920906e71487b01c58f48983830200c16eae,2024-11-19T19:11:13.000Z,Sports,0.9980469,Manipulative,False
11713,"غرونينغن سبارتا روتردام إمبولي ليفربول ستراسبورغ هيرنفين

ڪۆد خضم مباشر

▬إيهٮرب▬ ← CNU3074",ar,x.com,b34e6852dfc57a38fdf638762c25154929905538,2024-11-19T19:02:25.000Z,Sports,0.9980469,Manipulative,False
6701,"ماينز إسبانيول بوروسيا دورتموند إيفرتون وولفرهامبتون واندررز

ڪۆد خضم مباشر

▬خيؤط▬الزعفران▬ ← AA75",ar,x.com,cd85eae830227802dad82a82d93544617b79b3af,2024-11-19T19:01:18.000Z,Sports,0.9980469,Manipulative,False
20767,"الاتحاد فولفسبورغ تولوز أياكس ألافيس

ڪۆد خضم مباشر

▬نايس▬ستور▬ ← SUM5",ar,x.com,99b0e4a97bd1a5a2ab559c90b11e0aa86e9cdcd4,2024-11-19T19:04:30.000Z,Technology,0.9980469,Manipulative,False
47383,"باير ليفركوزن أودينيزي موناكو سبورتينغ براغا ميلان

ڪۆد خضم مباشر

▬إيهٮرب▬ ← CNU3074",ar,x.com,b34e6852dfc57a38fdf638762c25154929905538,2024-11-19T19:10:22.000Z,Sports,0.9980469,Manipulative,False
54133,"$HODL PRESALE LIVE! 

FOLLOW AND SEE PROFILE FOR MORE INFO 

FIRST 100 WALLETS GET AIRDROP 

$PEPE $WIF $LINK $MOG $NEIRO $TURBO $SPX $CRV $ZIG $PAAL $BONK $SHIB $DOGE",en,x.com,a687437a9d27110b9f8dfc61a6467006e431de26,2024-11-19T19:11:49.000Z,Cryptocurrency,0.9980469,Manipulative,False
54232,"إستريلا دا أمادورا تشيلسي ألميري سيتي سيلتا فيغو

ڪۆد خضم مباشر

▬اير▬الو▬ايرالو▬ ← CY10",ar,x.com,e3337261a89546a358fd6617c7f8ed785a0719aa,2024-11-19T19:11:50.000Z,Sports,0.9980469,Manipulative,False
50170,"لوهافر تفينتي ريمس أونيون برلين الشباب

ڪۆد خضم مباشر

▬ڪاردىال▬ ← M63",ar,x.com,c0b546e6527bc57833e04cf0a75391df0537e2f6,2024-11-19T19:10:58.000Z,Entertainment,0.9980469,Manipulative,False
47588,"فيليم الثاني جنوى نيوكاسل يونايتد آينتراخت فرانكفورت تفينتي

ڪۆد خضم مباشر

▬عود▬ميلان▬ميلانو▬ ← S92",ar,x.com,d85795df72d0b386e031a0adb2e6c8f1f43022d0,2024-11-19T19:10:25.000Z,Law,0.9980469,Manipulative,False
6875,"ريو آفي نانت أي زد ألكمار ألافيس نانت

ڪۆد خضم مباشر

▬ايا▬كلين▬ ← SA58",ar,x.com,02a072c918621e54d51a9594ecc7ccb223001898,2024-11-19T19:01:21.000Z,Entertainment,0.9980469,Manipulative,False
6813,"بورنموث أي زد ألكمار لاتسيو

ڪۆد خضم مباشر

▬فىرست▬فرستكراى▬ ← AFH3",ar,x.com,0c449872be0aba551213794e93adc0cc8de7ecc3,2024-11-19T19:01:20.000Z,Politics,0.9980469,Manipulative,False
49852,"أرسنال لاتسيو التعاون

ڪۆد خضم مباشر

▬صن▬أند▬سأند▬ ← ZZY25",ar,x.com,58aab5d8dcddfd77687cc264339437b1579ae445,2024-11-19T19:10:54.000Z,Sports,0.9980469,Manipulative,False
49896,"النصر آينتراخت فرانكفورت شالكه أتلتيك بلباو ستراسبورغ

ڪۆد خضم مباشر

▬خيؤط▬الزعفران▬ ← AA75",ar,x.com,8c96b7c504f21213558c1093f404cfd95454edcf,2024-11-19T19:10:55.000Z,Politics,0.9980469,Manipulative,False
63918,"الفتح أستون فيلا لاس بالماس

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,cb5022e9e37357e4b8a18bcae1136cf1aeef3905,2024-11-19T19:13:56.000Z,Entertainment,0.9980469,Manipulative,False
63753,"فالنسيا فيتوريا غيمارايش أتالانتا

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,8febfe44d5338296887fff06faa90542967f4e2c,2024-11-19T19:13:54.000Z,Sports,0.9980469,Manipulative,False
58753,"أتلتيك بلباو الفتح فاماليكاو ألافيس ميلان

ڪۆد خضم مباشر

▬نايس▬ستور▬ ← SUM5",ar,x.com,faea1ccf9eb2e4c687e84cfb654ea5b32a769bb5,2024-11-19T19:12:47.000Z,Sports,0.9980469,Manipulative,False
49289,"خيتافي أتالانتا كولن

ڪۆد خضم مباشر

▬رشؤف▬للعسل▬راشوف▬عسل▬ ← AS59",ar,x.com,9a0402629d92cd2f06417ef2735634665472fe3e,2024-11-19T19:10:46.000Z,Sports,0.9980469,Manipulative,False
28220,"غرونينغن الباطن مونزا ريال بيتيس أياكس

ڪۆد خضم مباشر

▬باث▬اند▬بدي▬ ← A4TU",ar,x.com,25562fdf14ebeb7f05bd5cc52642c67bdc2f364b,2024-11-19T19:06:10.000Z,People,0.9980469,Manipulative,False
31118,"جيل فيسنتي فاماليكاو موناكو

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,11618e2929adfddd6297cb6b95a8a16a91788396,2024-11-19T19:06:48.000Z,Entertainment,0.9980469,Manipulative,False
31115,"فورتونا سيتارد أروكا موريرينسي

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,24131286134bd45b82342d659e631a72616f39d9,2024-11-19T19:06:48.000Z,Entertainment,0.9980469,Manipulative,False
54732,"فولهام سانتا كلارا هوفنهايم

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,a972c136777ce1dabc6773542bfa22dc49452b92,2024-11-19T19:11:57.000Z,Entertainment,0.9980469,Manipulative,False
33264,"لايبزيج الاتحاد سبارتا روتردام

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,579543e255c570c06a982eb968c34c8aa9114483,2024-11-19T19:07:14.000Z,Entertainment,0.9980469,Manipulative,False
33249,"مايوركا كازا بيا أونيون برلين

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,de2809837e667f0b8a659a538fcf67e532d1e598,2024-11-19T19:07:14.000Z,Entertainment,0.9980469,Manipulative,False
31005,"إبسويتش تاون تولوز ليفربول

ڪۆد خضم مباشر

▬صن▬أند▬سأند▬ ← ZZY25",ar,x.com,58bf0871c506ca172b9ddec4a1b3c2be80af11d8,2024-11-19T19:06:46.000Z,Technology,0.9980469,Manipulative,False
25769,"ستراسبورغ ماينز أي زد ألكمار

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,3afb2a0d2ac8d7ca065fac9eb7145a50c55e1b3b,2024-11-19T19:05:38.000Z,Entertainment,0.9980469,Manipulative,False
44830,"باريس سان جيرمان تولوز أفيس بلد الوليد أتالانتا

ڪۆد خضم مباشر

▬ان▬هاوس▬انهاوس▬ ← C64",ar,x.com,b6d94aeabc2b59bd690ef0209aaee21f07857861,2024-11-19T19:09:49.000Z,Sports,0.9980469,Manipulative,False
36587,"التعاون هيرتا برلين إمبولي

ڪۆد خضم مباشر

▬امريكان▬ايجل▬ايفل▬ ← MT3R",ar,x.com,99438ade419ec7b9a63c8e238ca0fe9062da65ad,2024-11-19T19:07:58.000Z,Technology,0.9980469,Manipulative,False
62420,"بوروسيا دورتموند جيرونا برايتون وهوف ألبيون تفينتي سانت إتيان

ڪۆد خضم مباشر

▬باث▬اند▬بدي▬ ← A4TU",ar,x.com,43a2e94666827fe18a4fa1a26a95f6c816ce3056,2024-11-19T19:13:36.000Z,Entertainment,0.9980469,Manipulative,False
61861,"نيس نانت فينورد بايرن ميونخ الاتحاد

ڪۆد خضم مباشر

▬ألشمس▬وألرمأل▬و▬ألرمأل▬ ← ZZY25",ar,x.com,1e81e0acfb2b98b282c2b4376ed724c09c49c7e4,2024-11-19T19:13:29.000Z,Business,0.9980469,Manipulative,False
32407,"أستون فيلا فورتونا سيتارد أتلتيكو مدريد أنجيه بوروسيا مونشنغلادباخ

ڪۆد خضم مباشر

▬بلؤمنج▬بلؤمنغ▬ؤير▬ ← B39",ar,x.com,d39e5e9809afac5297baf58ba4fd791b1cbaa5e4,2024-11-19T19:07:03.000Z,Sports,0.9980469,Manipulative,False
12314,"ليتشي هوفنهايم بولونيا ريو آفي آر كي سي فالفيك

ڪۆد خضم مباشر

▬مذر▬كىر▬مذركىر▬ ← AWBZS",ar,x.com,f7217d5d737b61548b3f64329d783b6a10e2902c,2024-11-19T19:02:33.000Z,Science,0.9980469,Manipulative,False
8257,"فيردر بريمن فينيسيا هوفنهايم سانت إتيان نانت

ڪۆد خضم مباشر

▬نايس▬ستور▬ ← SUM5",ar,x.com,0e1869e0499ce4f98030367f9b25682f605c6841,2024-11-19T19:01:39.000Z,Environment,0.9980469,Manipulative,False
41999,"لاتسيو برايتون وهوف ألبيون لوهافر

ڪۆد خضم مباشر

▬صن▬أند▬سأند▬ ← ZZY25",ar,x.com,44481147f13ea09a84082085b971926c50a5313b,2024-11-19T19:09:12.000Z,Sports,0.9980469,Manipulative,False
51889,"بولونيا لانس بلد الوليد آر كي سي فالفيك

ڪۆد خضم مباشر

▬ايسيفن▬ايسفن▬اي▬سفن▬ ← JOR25",ar,x.com,aa73fceb9322434609ccddcdb84cefd9cf18e589,2024-11-19T19:11:20.000Z,Politics,0.9980469,Manipulative,False
47579,"جيل فيسنتي النصر ناك بريدا مانشستر يونايتد هيراكليس

ڪۆد خضم مباشر

▬عود▬ميلان▬ميلانو▬ ← S92",ar,x.com,ecacbcd1f22c4d8ee487f475449abc89921631da,2024-11-19T19:10:24.000Z,Sports,0.9980469,Manipulative,False
47376,"جيل فيسنتي أوتريخت بايرن ميونخ

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,ee04cc43e033b7fc0d1b1d0efe4143108df51c10,2024-11-19T19:10:22.000Z,Entertainment,0.9980469,Manipulative,False
42993,"ليغانيس النصر بلد الوليد

ڪۆد خضم مباشر

▬رشؤف▬للعسل▬راشوف▬عسل▬ ← AS59",ar,x.com,50e7d91ebb10fcf421ca484cf099595befa2ddc0,2024-11-19T19:09:25.000Z,Politics,0.9980469,Manipulative,False
44574,"النصر ماينز فالنسيا بولونيا أتلتيك بلباو

ڪۆد خضم مباشر

⎐فرست▬كراى⎐▬فيرستكراى▬ ← AFH3",ar,x.com,a6c7f691c24b260b3605a571a89f144f0e1c0fea,2024-11-19T19:09:45.000Z,Entertainment,0.9980469,Manipulative,False
38819,"بي إي سي زفوله ماينز ناك بريدا خيتافي هيرنفين

ڪۆد خضم مباشر

▬ألشمس▬وألرمأل▬و▬ألرمأل▬ ← ZZY25",ar,x.com,936da5625c46d9a5a3f35da2dd9c4024de8ca1ce,2024-11-19T19:08:29.000Z,People,0.9980469,Manipulative,False
39559,"فالنسيا باير ليفركوزن بولونيا كالياري

ڪۆد خضم مباشر

▬ايسيفن▬ايسفن▬اي▬سفن▬ ← JOR25",ar,x.com,475c35867249f17a5b8ba69be7bcf46174423d92,2024-11-19T19:08:39.000Z,Politics,0.9980469,Manipulative,False
39294,"إيفرتون مانشستر يونايتد إيفرتون

ڪۆد خضم مباشر

▬صن▬أند▬سأند▬ ← ZZY25",ar,x.com,2363e1c62ef1cac12c6126fb31bfed2378418a69,2024-11-19T19:08:35.000Z,Sports,0.9980469,Manipulative,False
45381,"فاماليكاو بوروسيا مونشنغلادباخ موريرينسي

ڪۆد خضم مباشر

▬سىفى▬ ← SUU48",ar,x.com,468a9ee50b2c0f141524c31aca831985e70f6deb,2024-11-19T19:09:57.000Z,Sports,0.9980469,Manipulative,False
48089,"أرسنال مارسيليا تفينتي

ڪۆد خضم مباشر

▬رشؤف▬للعسل▬راشوف▬عسل▬ ← AS59",ar,x.com,b956eb35d4b1248544dbb1c342dfc9de758ba3ae,2024-11-19T19:10:31.000Z,Sports,0.9980469,Manipulative,False
63752,"ليفربول هيرتا برلين أروكا

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,bf7443ff139ef6973a2bfe5022a3411e12aa1ad9,2024-11-19T19:13:54.000Z,Sports,0.9980469,Manipulative,False
63729,"بي إس في بي إي سي زفوله ريمس

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,7aaf68cafca3ac2aa30e06747341984971c23fbb,2024-11-19T19:13:53.000Z,Entertainment,0.9980469,Manipulative,False
53120,"هوفنهايم جنوى شتوتغارت فولفسبورغ

ڪۆد خضم مباشر

▬اير▬الو▬ايرالو▬ ← CY10",ar,x.com,6b3f08e327f2ebbfc80ca99a540461a6b1daf953,2024-11-19T19:11:36.000Z,Technology,0.9980469,Manipulative,False
53100,"ليستر سيتي الخليج فينيسيا ماينز مايوركا

ڪۆد خضم مباشر

▬نايس▬ستور▬ ← SUM5",ar,x.com,0d40de97e8d40b5e0bfc324f6b2de00aa2dde149,2024-11-19T19:11:36.000Z,Environment,0.9980469,Manipulative,False
28603,"هيرنفين ناسيونال موناكو

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,4ae8ac714b6adfe3baf0fbd6f419ca2775ae335b,2024-11-19T19:06:15.000Z,Sports,0.9980469,Manipulative,False
59577,"أتالانتا غرونينغن بي إس في فيتوريا غيمارايش أنجيه

ڪۆد خضم مباشر

▬بلؤمنج▬بلؤمنغ▬ؤير▬ ← B39",ar,x.com,59a2387de41871ad4eeae4c0bc3a49c645c76492,2024-11-19T19:12:58.000Z,Sports,0.9980469,Manipulative,False
53552,"إستريلا دا أمادورا إنتر ميلان أرسنال الحزم

▬نمشؾ▬
◗CX10◖

▬ٺون▬
◗SAAS◖",ar,x.com,fddb5e24d7e206c9e6eb782d319595f4373852f6,2024-11-19T19:11:41.000Z,Sports,0.9980469,Manipulative,False
45207,"استوريل جيرونا أوتريخت بريست باريس سان جيرمان

ڪۆد خضم مباشر

▬أتش▬أند▬أم▬ ← ACY7",ar,x.com,70550571ddbed6853b45c51c5514e5274c2d1317,2024-11-19T19:09:54.000Z,Sports,0.9980469,Manipulative,False
49025,"فياريال أفيس فاماليكاو بولونيا كولن

ڪۆد خضم مباشر

▬نايس▬ستور▬ ← SUM5",ar,x.com,8d9cc375411f306717a690b6b1fb576f563fb68e,2024-11-19T19:10:43.000Z,Entertainment,0.9980469,Manipulative,False
61062,"كومو لاتسيو إسبانيول التعاون جيل فيسنتي

ڪۆد خضم مباشر

▬مذر▬كىر▬مذركىر▬ ← AWBZS",ar,x.com,398b4cb6db95f43be34321831b73284772ad4485,2024-11-19T19:13:17.000Z,Technology,0.9980469,Manipulative,False
61057,"Join now for high-return strategies that deliver! 

http://successful-signals.live

$DOT $KSM $ETH $BNB $XRP $DOGE $LTC $LINK $CAKE $HOT $ONE $ENJ $NANO $DGB",en,x.com,0c1005dd7fa71dc925c7dcd2a6f81df8f56777f6,2024-11-19T19:13:17.000Z,Cryptocurrency,0.9980469,Manipulative,False
55532,"ناك بريدا التعاون أياكس

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,921c022b2109c1a4150d5921c49e32636578c19d,2024-11-19T19:12:07.000Z,Entertainment,0.9980469,Manipulative,False
57576,"بلد الوليد نوتنغهام فورست خيتافي

ڪۆد خضم مباشر

▬مٕستر▬مٕندوٕب▬ ← DSK",ar,x.com,cdfd392fe21f0936c601d7e8ee8fb8b703b76b9f,2024-11-19T19:12:32.000Z,Entertainment,0.9980469,Manipulative,False
57435,"أرسنال أي زد ألكمار أفيس غرونينغن

▬نمشؾ▬
◗CX10◖

▬ٺون▬
◗SAAS◖",ar,x.com,b32682c62265e4078ff5246be86d419f976a9780,2024-11-19T19:12:30.000Z,Sports,0.9980469,Manipulative,False
61811,"برايتون وهوف ألبيون التعاون شالكه

ڪۆد خضم مباشر

▬بان▬هوم▬ ← KSA",ar,x.com,1af0b87276803f902406afdeb386159f3d705bb5,2024-11-19T19:13:28.000Z,Sports,0.9980469,Manipulative,False
62651,"شالكه سبورتينغ براغا باير ليفركوزن

ڪۆد خضم مباشر

▬رشؤف▬للعسل▬راشوف▬عسل▬ ← AS59",ar,x.com,d724ea45dcd36c0bff47a29ecf92240c4562bef7,2024-11-19T19:13:39.000Z,Sports,0.9980469,Manipulative,False
27833,"الشباب أياكس فيرونا هيراكليس

ڪۆد خضم مباشر

▬باث▬اند▬بوٕدي▬ ← A4TU",ar,x.com,5860c067733823e31ecfb9bccbd66f962dda665b,2024-11-19T19:06:05.000Z,Entertainment,0.9980469,Manipulative,False
27903,"هيراكليس لايبزيج برايتون وهوف ألبيون

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,81b50f32c65936052c6264dd62adead80eb91a99,2024-11-19T19:06:06.000Z,Entertainment,0.9980469,Manipulative,False
83489,"فورتونا سيتارد لانس برايتون وهوف ألبيون الاتحاد الفتح

ڪۆد خضم مباشر

▬نايس▬ستور▬ ← SUM5",ar,x.com,a4ef7d093df2e09dc0b1c687b2872e306854ade8,2024-11-19T19:18:26.000Z,Sports,0.9980469,Manipulative,False
83587,"بلد الوليد كريستال بالاس برينتفورد

ڪۆد خضم مباشر

▬لُفيُل▬شوُز▬لُيفُل▬لُيُفيُل▬ ← LEV11",ar,x.com,0949fdd55d27205e2dd0c3f96148bf3c071570d6,2024-11-19T19:18:28.000Z,Health,0.9980469,Manipulative,False
75210,"ليتشي فينيسيا ريمس

ڪۆد خضم مباشر

▬امريكان▬ايجل▬ايفل▬ ← MT3R",ar,x.com,b956eb35d4b1248544dbb1c342dfc9de758ba3ae,2024-11-19T19:16:31.000Z,Entertainment,0.9980469,Manipulative,False
6908,"رايو فاييكانو إن إي سي نيميغن هيرتا برلين ماينز

ڪۆد خضم مباشر

▬باث▬اند▬بوٕدي▬ ← A4TU",ar,x.com,5baeb9584fe0b1194cf4a34fe90b8e2f4cd6e3bd,2024-11-19T19:01:21.000Z,Entertainment,0.9980469,Manipulative,False
38240,"نوتنغهام فورست إن إي سي نيميغن كالياري موناكو أنجيه

ڪۆد خضم مباشر

▬ايا▬كلين▬ ← SA58",ar,x.com,7646a55ca5594e302f784c6991208c9b9b7e45ae,2024-11-19T19:08:21.000Z,Entertainment,0.9980469,Manipulative,False
38267,"أوساسونا ناسيونال تفينتي فيتوريا غيمارايش رايو فاييكانو

ڪۆد خضم مباشر

▬ماماز▬اند▬باباز▬ ← DF60",ar,x.com,c2ff22748f7d7f0952d44fc7c9ec12bb48704bf0,2024-11-19T19:08:21.000Z,Social,0.9980469,Manipulative,False
38318,"مونزا مانشستر يونايتد بوروسيا مونشنغلادباخ لانس

ڪۆد خضم مباشر

▬ايسيفن▬ايسفن▬اي▬سفن▬ ← JOR25",ar,x.com,45beb42dba8360363771402e30c52d7ce1466aec,2024-11-19T19:08:21.000Z,Sports,0.9980469,Manipulative,False
11273,"إن إي سي نيميغن التعاون الفتح يوفنتوس الفتح

ڪۆد خضم مباشر

▬بلؤمنج▬بلؤمنغ▬ؤير▬ ← B39",ar,x.com,2363e1c62ef1cac12c6126fb31bfed2378418a69,2024-11-19T19:02:18.000Z,People,0.9980469,Manipulative,False
11245,"كومو إبسويتش تاون هيراكليس لاس بالماس ريال سوسيداد

ڪۆد خضم مباشر

▬ان▬هاوس▬انهاوس▬ ← C64",ar,x.com,073708a792bc73c6878d1b7d407bbc990dba9763,2024-11-19T19:02:18.000Z,Entertainment,0.9980469,Manipulative,False
10397,"جيل فيسنتي توتنهام هوتسبر بوروسيا مونشنغلادباخ ناك بريدا

▬نمشؾ▬
◗CX10◖

▬ٺون▬
◗SAAS◖",ar,x.com,6d49cc478426c546b0544b45e9d6f7ba1c54af28,2024-11-19T19:02:07.000Z,Environment,0.9980469,Manipulative,False
64833,"أوكسير بنفيكا أروكا

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,920d26caba6db93e6dfc7a5529a261aeac38ba04,2024-11-19T19:14:09.000Z,Entertainment,0.9980469,Manipulative,False
63809,"نابولي غرونينغن بوروسيا دورتموند

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,64ee28d007f757c474966108920346cc58cfba5d,2024-11-19T19:13:54.000Z,Entertainment,0.9980469,Manipulative,False
56922,"لوهافر أستون فيلا أياكس ليون ميلان

ڪۆد خضم مباشر

▬بشرة▬كير▬بشره▬ ← A77",ar,x.com,265c54393417823a2b1d77f08e16b1128d68e6ee,2024-11-19T19:12:23.000Z,People,0.9980469,Manipulative,False
63677,"فولهام أونيون برلين هوفنهايم

ڪۆد خضم مباشر

▬براندز▬فور▬ليس▬لس▬براندس▬ ← BF51",ar,x.com,f402ca59ad18734e14204c44eb6c94ae04a10f9f,2024-11-19T19:13:52.000Z,Entertainment,0.9980469,Manipulative,False
59335,"فورتونا سيتارد ضمك نورنبيرغ إسبانيول

ڪۆد خضم مباشر

▬ايسيفن▬ايسفن▬اي▬سفن▬ ← JOR25",ar,x.com,7fc9800cf7c1a9089caac89f14e7ec759bfca2b6,2024-11-19T19:12:55.000Z,Politics,0.9980469,Manipulative,False
46122,"يوفنتوس رايو فاييكانو إبسويتش تاون فيرونا

ڪۆد خضم مباشر

▬بأرىس▬غألىرى▬جألىرى▬ ← AA26",ar,x.com,e3337261a89546a358fd6617c7f8ed785a0719aa,2024-11-19T19:10:06.000Z,Investing,0.9980469,Manipulative,False
